,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
244,1891.0,0,2.8,0,7,1,37.0,0.4,129.0,7,14,169,1108,3704.0,8,6,11,1,0,0
245,1373.0,1,1.0,1,2,0,50.0,0.2,127.0,7,12,105,673,3800.0,8,3,14,1,0,0
246,862.0,1,0.8,1,3,0,23.0,0.4,165.0,2,15,793,1758,278.0,16,3,11,0,0,1
247,1273.0,0,1.0,0,3,1,48.0,0.4,99.0,4,15,490,886,1767.0,18,15,11,1,1,0
248,957.0,1,2.5,0,4,0,7.0,0.8,107.0,5,10,1201,1485,1846.0,12,5,7,1,0,1
249,1617.0,1,1.3,1,3,1,30.0,0.7,105.0,2,4,246,1038,829.0,9,0,10,1,0,0
250,893.0,0,2.5,1,0,0,55.0,0.6,183.0,2,1,417,946,2986.0,7,1,6,0,1,1
251,1210.0,0,0.5,0,0,0,63.0,0.1,93.0,5,0,1177,1462,2394.0,17,9,7,0,0,0
252,708.0,1,2.7,1,0,1,63.0,1.0,195.0,8,7,78,654,2169.0,6,5,7,1,1,1
253,835.0,0,1.1,1,2,0,7.0,0.2,141.0,4,7,323,1604,1181.0,13,5,15,1,1,1
254,1450.0,1,2.7,1,9,0,19.0,0.6,131.0,1,17,707,1882,575.0,15,9,12,0,0,0
255,973.0,1,1.5,0,5,1,57.0,0.2,190.0,7,16,457,1816,2977.0,6,4,2,1,0,0
256,601.0,1,1.4,0,4,1,4.0,0.1,154.0,4,13,356,765,532.0,12,8,10,1,1,1
257,507.0,1,0.5,1,1,0,32.0,0.5,141.0,7,11,936,1398,1702.0,17,0,5,1,1,1
258,564.0,0,1.8,1,0,1,51.0,0.5,168.0,3,1,912,1980,1074.0,14,8,15,1,1,0
259,1559.0,1,1.6,1,6,1,6.0,0.5,162.0,6,17,179,1559,3352.0,9,1,3,1,1,1
260,754.0,0,0.5,1,7,1,59.0,0.7,178.0,7,10,1914,1928,1027.0,6,3,5,1,0,0
261,728.0,0,2.7,1,0,0,25.0,0.2,88.0,4,1,526,1529,2039.0,5,1,12,1,1,1
262,1431.0,1,0.5,0,0,1,56.0,0.6,191.0,1,1,156,952,461.0,7,3,8,1,0,0
263,767.0,0,1.5,0,4,0,28.0,0.7,175.0,4,10,344,1517,527.0,10,0,15,0,1,0
264,1722.0,0,2.6,0,8,0,18.0,0.8,177.0,2,16,865,1741,3271.0,14,0,15,1,0,1
265,1992.0,1,1.6,0,5,1,57.0,1.0,100.0,2,15,1552,1596,606.0,9,3,4,1,1,1
266,1876.0,0,0.5,0,10,1,40.0,0.3,86.0,6,14,546,1564,2146.5,10,8,16,1,1,0
267,1054.0,0,1.1,1,10,1,38.0,0.4,136.0,6,12,1097,1222,1675.0,18,4,14,1,1,1
268,1283.0,1,1.6,1,4,0,47.0,0.9,93.0,5,5,372,692,2698.0,9,6,17,1,1,0
269,1281.0,1,2.3,1,0,0,28.0,0.3,148.0,1,6,1285,1617,1129.0,12,1,6,0,1,0
270,1066.0,0,0.6,0,2,1,7.0,0.9,114.0,7,18,1242,1571,468.0,19,13,6,1,1,0
271,730.0,0,2.1,1,0,1,4.0,0.1,89.0,8,2,302,1247,1210.0,19,15,4,1,1,1
272,1053.0,1,0.8,1,7,1,45.0,0.3,103.0,1,12,594,1767,3086.0,17,6,5,1,1,1
273,1611.0,1,0.5,1,11,0,3.0,0.6,98.0,3,14,303,714,1595.0,8,4,9,1,0,1
274,793.0,0,1.0,1,5,1,30.0,0.9,133.0,2,15,1858,1935,2332.0,17,13,14,1,1,1
275,1220.0,0,2.9,0,3,0,62.0,0.5,125.0,4,8,403,1933,2589.0,19,11,15,1,1,1
276,1662.0,0,0.5,0,0,1,61.0,0.8,126.0,4,13,32,1509,3760.0,9,5,13,1,1,1
277,1281.0,1,2.8,1,3,1,8.0,0.3,144.0,4,19,590,954,1851.0,8,2,9,1,1,0
278,538.0,0,0.8,0,12,1,2.0,0.8,177.0,7,13,235,662,417.0,8,4,9,1,0,1
279,823.0,1,0.5,0,0,0,39.0,0.4,187.0,8,4,630,888,294.0,13,9,11,0,0,1
280,1733.0,1,2.8,0,3,1,36.0,1.0,119.0,6,20,357,527,3576.0,17,16,9,1,0,0
281,1429.0,0,1.5,1,0,1,40.0,0.9,100.0,3,14,246,820,3945.0,11,7,18,1,0,1
282,1839.0,1,1.2,0,9,1,54.0,0.5,200.0,7,11,475,1493,927.0,19,10,18,1,0,1
283,659.0,0,2.7,0,6,1,6.0,0.5,110.0,3,7,1054,1929,2044.0,15,5,2,1,0,1
284,1953.0,1,2.1,1,7,0,56.0,0.1,158.0,8,9,555,764,2334.0,11,5,4,1,0,0
285,1172.0,0,1.9,0,0,1,27.0,0.7,164.0,1,3,607,1092,1477.0,12,0,6,1,0,0
286,612.0,1,1.9,1,6,0,16.0,0.3,102.0,7,7,1360,1891,3161.0,8,4,3,0,0,0
287,1563.0,0,2.4,0,0,1,24.0,0.2,170.0,8,0,142,1699,3660.0,7,5,5,1,1,0
288,1191.0,0,1.3,1,16,1,26.0,0.8,84.0,1,20,681,683,1604.0,14,3,9,1,0,1
289,615.0,1,0.5,1,0,0,42.0,0.6,163.0,6,4,104,1664,2211.0,7,4,18,0,0,1
290,1893.0,1,2.1,1,8,0,63.0,0.2,134.0,2,11,637,763,3822.0,14,3,18,0,1,1
291,1563.0,0,1.7,1,10,0,16.0,0.1,151.0,7,13,410,572,3922.0,11,1,8,0,0,1
292,1995.0,1,1.9,0,6,0,9.0,0.8,139.0,6,18,1830,1963,1203.0,14,12,18,1,1,1
293,1517.0,0,0.5,0,6,1,48.0,0.6,143.0,5,14,802,1489,2822.0,15,5,11,1,1,1
294,832.0,0,1.6,1,1,1,34.0,0.3,108.0,5,5,311,1294,447.0,15,13,12,1,1,0
295,1162.0,0,2.0,0,0,1,56.0,0.7,114.0,7,1,56,997,1652.0,5,0,20,1,0,0
296,1595.0,1,2.6,0,7,0,12.0,0.3,121.0,8,19,344,655,3608.0,15,1,16,0,1,0
297,1329.0,1,1.0,0,1,0,52.0,0.9,181.0,6,2,1053,1458,1228.0,8,6,6,1,0,1
298,928.0,1,0.5,1,11,0,56.0,0.7,80.0,8,13,221,1243,666.0,19,10,5,0,1,0
299,1656.0,1,0.5,1,8,1,38.0,0.1,105.0,7,17,506,519,1499.0,12,8,19,1,0,1
300,1937.0,1,1.7,0,17,0,58.0,0.6,189.0,1,19,1728,1767,3321.0,5,4,14,1,1,0
301,977.0,1,1.1,1,2,0,57.0,0.6,181.0,6,7,63,566,1206.0,7,1,8,0,1,1
302,768.0,1,0.9,0,16,1,56.0,0.1,113.0,1,20,418,515,952.0,19,3,16,1,0,1
303,1464.0,1,0.5,1,11,0,12.0,0.9,117.0,2,14,854,1168,3927.0,5,3,15,0,1,1
304,1177.0,0,0.9,0,1,1,29.0,0.4,191.0,2,8,178,882,311.0,18,5,19,1,0,0
305,1348.0,0,2.0,0,18,0,52.0,0.3,98.0,3,20,1869,1942,955.0,18,11,7,1,1,1
306,1956.0,0,2.2,0,0,1,37.0,0.5,87.0,3,2,185,776,1109.0,13,1,19,1,1,0
307,1751.0,0,0.5,1,6,0,8.0,0.6,178.0,6,20,170,564,2969.0,8,6,17,0,0,1
308,1530.0,0,2.0,0,11,0,42.0,0.8,177.0,6,13,454,1975,725.0,11,10,19,0,0,1
309,1997.0,1,1.8,1,1,0,40.0,0.5,185.0,4,8,866,1212,1655.0,7,6,15,1,0,0
310,1414.0,1,1.5,1,5,0,44.0,0.5,180.0,2,6,44,1118,3490.0,16,12,13,0,1,0
311,1707.0,0,1.4,0,0,0,41.0,0.8,80.0,7,2,1331,1388,1774.0,12,0,10,0,0,0
312,894.0,0,0.5,1,1,1,50.0,0.5,199.0,3,14,1285,1462,2146.5,13,0,6,1,0,1
313,645.0,0,1.2,0,6,1,41.0,0.7,184.0,8,17,741,1130,714.0,18,2,13,1,1,0
314,1163.0,0,2.8,1,0,0,49.0,0.6,155.0,2,0,520,754,2768.0,19,2,12,0,0,1
315,1126.0,0,0.7,0,3,0,49.0,0.9,165.0,8,17,114,1726,3739.0,14,1,13,1,0,0
316,1648.0,0,0.7,0,6,1,64.0,0.8,170.0,4,9,1153,1876,610.0,8,1,6,1,1,0
317,1170.0,1,0.9,0,6,1,14.0,0.4,199.0,2,13,474,709,715.0,18,5,20,1,0,1
318,508.0,0,0.8,0,7,1,42.0,0.3,94.0,1,8,39,557,663.0,13,12,7,1,0,0
319,1097.0,0,2.1,1,6,0,64.0,0.2,161.0,3,8,419,1914,1725.0,14,5,9,1,0,1
320,728.0,0,1.7,1,0,1,5.0,0.6,101.0,2,20,584,775,834.0,16,0,5,1,1,0
321,1980.0,0,0.5,1,2,1,29.0,0.8,177.0,1,13,312,1910,3865.0,12,10,18,1,0,0
322,1504.0,0,2.3,1,1,0,64.0,0.9,182.0,1,2,19,1923,3059.0,6,5,10,0,1,0
323,1379.0,1,2.1,1,14,1,63.0,1.0,83.0,1,17,207,1370,651.0,9,6,7,1,1,0
324,1698.0,0,2.1,0,5,1,18.0,0.9,160.0,6,20,363,994,796.0,13,3,14,1,0,1
325,920.0,0,2.1,1,5,0,25.0,0.4,115.0,7,14,209,1078,785.0,10,7,5,0,1,1
326,1144.0,1,1.5,1,0,0,21.0,0.4,189.0,1,11,159,724,3252.0,16,0,8,0,0,0
327,1995.0,1,0.5,0,6,0,26.0,0.2,129.0,1,15,649,1104,1322.0,15,11,7,0,1,1
328,1430.0,0,0.5,1,1,0,27.0,0.5,183.0,1,16,1132,1182,2832.0,7,1,15,0,1,1
329,972.0,1,0.5,1,5,0,13.0,0.4,193.0,5,8,1392,1795,1615.0,11,6,13,0,1,0
330,662.0,0,0.5,0,5,0,20.0,0.8,138.0,1,10,1001,1224,2125.0,17,15,15,0,1,1
331,1867.0,0,2.3,0,0,1,9.0,0.1,191.0,6,3,712,1442,990.0,6,1,2,1,0,1
332,1730.0,0,2.0,1,0,1,20.0,0.1,143.0,4,10,418,1023,1595.0,14,0,12,1,1,0
333,1723.0,1,1.0,0,1,1,7.0,0.6,126.0,3,17,384,1361,1213.0,5,0,16,1,1,1
334,1882.0,1,1.3,1,8,0,47.0,0.2,140.0,2,13,119,652,2500.0,17,1,11,0,0,1
335,803.0,0,0.8,1,0,0,18.0,0.3,106.0,4,1,627,935,2801.0,18,15,12,0,1,0
336,580.0,1,1.2,1,0,0,47.0,0.9,91.0,3,1,1086,1345,3451.0,15,1,11,1,1,0
337,668.0,0,2.3,0,2,1,48.0,0.3,141.0,1,19,195,1292,1201.0,14,12,4,1,1,0
338,1391.0,0,1.4,0,2,1,36.0,0.8,182.0,1,6,14,1256,3139.0,14,7,14,1,1,0
339,1560.0,0,2.3,0,0,1,22.0,0.8,169.0,7,1,745,1364,1938.0,15,11,16,1,1,1
340,821.0,0,1.8,1,5,0,54.0,0.1,109.0,3,9,253,1786,3185.0,8,4,15,1,0,0
341,811.0,1,2.4,1,5,1,2.0,0.3,106.0,6,13,333,1429,2111.0,18,7,2,1,0,1
342,1989.0,1,2.9,1,8,0,17.0,0.1,193.0,8,15,629,682,2369.0,7,0,18,1,1,0
343,1034.0,1,2.7,1,6,0,37.0,0.7,120.0,7,20,707,1199,3625.0,17,1,12,0,1,1
344,618.0,0,2.1,0,2,0,6.0,0.3,86.0,1,4,1314,1688,1051.0,13,10,15,0,0,1
345,654.0,1,1.3,0,0,1,52.0,0.7,196.0,4,4,1715,1898,1036.0,17,4,13,1,0,0
346,576.0,1,2.8,0,2,1,10.0,0.2,184.0,5,7,513,1438,2938.0,6,0,5,1,1,1
347,667.0,1,0.6,0,6,1,3.0,0.7,185.0,6,13,13,1463,2855.0,5,0,19,1,0,1
348,869.0,1,1.0,0,7,1,57.0,0.6,118.0,1,15,1243,1584,2727.0,13,3,8,1,0,0
349,635.0,1,0.5,1,2,0,42.0,0.4,149.0,3,4,300,1059,2973.0,12,5,18,0,0,1
350,609.0,1,3.0,0,15,1,44.0,0.3,117.0,1,16,58,1253,2581.0,15,11,15,1,0,1
351,1557.0,0,2.8,1,16,0,2.0,0.1,123.0,5,20,1107,1442,2690.0,18,16,9,0,0,1
352,1604.0,1,1.7,0,2,0,33.0,1.0,191.0,8,5,134,939,916.0,13,10,12,0,1,1
353,1182.0,0,0.5,0,7,1,8.0,0.5,138.0,8,16,275,986,2563.0,19,17,19,1,0,0
354,848.0,1,2.1,1,10,1,19.0,0.8,148.0,7,18,176,1029,3359.0,10,0,14,1,0,0
355,1610.0,1,2.9,0,7,1,64.0,0.9,181.0,4,12,1236,1280,941.0,8,4,9,1,1,0
356,1828.0,1,2.1,1,0,0,17.0,0.9,199.0,1,1,336,898,2280.0,17,14,4,0,0,0
357,880.0,0,2.0,1,1,1,50.0,0.5,194.0,7,3,1116,1381,827.0,15,9,6,1,0,1
358,1394.0,1,0.9,1,10,1,62.0,0.3,175.0,5,13,1010,1565,473.0,11,1,20,1,1,0
359,1960.0,1,2.3,1,1,1,61.0,0.3,86.0,7,3,205,1299,3865.0,10,7,11,1,0,0
360,809.0,0,0.8,0,10,0,21.0,0.9,91.0,7,19,1453,1726,1274.0,18,7,3,0,0,0
361,899.0,0,0.5,1,13,1,57.0,0.9,172.0,2,18,788,1331,364.0,11,1,7,1,1,0
362,1976.0,1,0.7,1,4,0,32.0,0.8,171.0,2,7,1301,1922,3699.0,17,11,13,0,1,1
363,879.0,0,1.5,1,0,1,21.0,0.8,187.0,4,2,463,1038,2927.0,14,13,11,1,0,1
364,916.0,1,2.6,0,0,0,36.0,0.3,195.0,4,12,188,992,1470.0,13,0,14,0,1,0
365,763.0,0,1.7,1,8,1,2.0,0.5,92.0,8,14,1028,1186,1050.0,6,4,8,1,1,0
366,508.0,0,1.6,1,0,0,9.0,0.4,162.0,6,2,1419,1920,2616.0,18,8,10,1,1,1
367,825.0,0,2.9,1,0,0,34.0,0.8,99.0,8,17,1471,1866,2915.0,8,2,10,1,1,0
368,1864.0,0,1.4,0,8,1,46.0,0.7,178.0,1,12,168,981,2686.0,11,7,18,1,1,1
369,1725.0,0,0.5,1,8,1,52.0,1.0,185.0,6,12,1125,1195,1243.0,19,18,5,1,1,1
370,1108.0,1,2.9,0,10,0,52.0,0.1,183.0,2,12,130,1706,3264.0,16,1,13,0,1,1
371,1011.0,0,1.1,0,4,1,36.0,0.2,131.0,7,18,481,749,2261.0,7,6,16,1,1,1
372,1703.0,1,1.5,1,17,1,55.0,0.7,138.0,5,19,1411,1711,2993.0,5,1,20,1,1,1
373,1067.0,1,1.7,1,0,0,58.0,0.5,135.0,7,0,79,681,706.0,12,9,16,0,1,0
374,1334.0,1,2.4,0,5,1,42.0,0.6,115.0,5,14,1187,1974,2542.0,10,1,8,1,0,0
375,775.0,1,2.6,0,0,0,30.0,0.4,189.0,7,10,561,1510,2523.0,17,16,9,1,0,1
376,1899.0,1,0.6,0,0,0,26.0,0.1,151.0,2,0,96,814,336.0,13,11,4,1,0,1
377,930.0,1,1.3,1,1,1,14.0,0.4,97.0,6,10,77,1025,2146.5,11,7,17,1,1,0
378,1058.0,0,1.5,0,2,0,19.0,0.4,166.0,4,14,493,1247,418.0,9,7,16,0,0,1
379,1187.0,1,2.2,0,0,1,46.0,0.4,145.0,2,9,1173,1814,3917.0,13,11,8,1,0,1
380,1874.0,1,2.7,1,10,0,8.0,0.9,166.0,7,13,964,1233,1246.0,8,1,2,0,0,1
381,1482.0,0,0.5,0,2,0,48.0,0.2,142.0,7,10,634,642,2971.0,12,8,12,1,1,1
382,1809.0,1,1.7,0,3,1,59.0,0.1,174.0,3,4,639,721,2324.0,10,6,16,1,0,1
383,864.0,1,3.0,1,0,1,54.0,0.7,187.0,2,1,127,1670,3121.0,18,2,16,1,1,1
384,625.0,1,1.9,0,12,1,33.0,0.2,191.0,1,20,431,550,3801.0,10,6,2,1,0,0
385,1880.0,1,1.8,0,4,1,18.0,0.7,138.0,3,5,71,699,3333.0,17,15,7,1,0,0
386,1138.0,0,1.4,0,12,1,44.0,0.2,187.0,8,17,111,1138,3475.0,19,3,3,1,0,0
387,560.0,0,0.5,0,14,0,23.0,1.0,146.0,8,15,356,1903,2360.0,17,16,18,0,1,1
388,1117.0,0,0.5,0,1,0,12.0,0.6,144.0,7,8,798,817,2895.0,7,6,16,1,1,0
389,1712.0,0,1.4,0,1,0,63.0,0.5,137.0,7,12,747,1126,3652.0,16,1,19,1,0,0
390,1836.0,1,1.7,1,3,0,26.0,0.1,134.0,6,16,408,1139,3097.0,5,0,18,0,1,0
391,1036.0,1,2.4,0,0,0,39.0,0.2,119.0,7,3,373,926,2101.0,10,7,2,0,1,0
392,1860.0,1,2.3,0,15,0,23.0,0.6,162.0,4,16,1362,1506,3918.0,9,2,8,0,1,0
393,1375.0,1,1.1,0,3,1,9.0,0.9,145.0,7,19,475,726,3869.0,19,18,10,1,1,1
394,1945.0,0,1.6,1,0,1,57.0,0.3,195.0,4,1,743,1753,732.0,14,1,14,1,1,0
395,1896.0,0,0.5,1,8,1,7.0,0.4,141.0,2,13,447,794,3684.0,9,7,18,1,0,0
396,788.0,0,2.5,1,4,1,57.0,0.9,91.0,8,12,42,1161,3969.0,12,8,6,1,1,1
397,880.0,1,1.7,1,0,0,33.0,0.7,173.0,2,2,30,1350,1414.0,12,1,7,1,1,0
398,1323.0,1,2.5,1,10,1,28.0,0.2,131.0,4,12,162,619,1892.0,10,0,15,1,1,1
399,1868.0,0,2.0,1,0,1,42.0,0.2,169.0,1,4,347,660,3131.0,8,3,7,1,1,1
400,1266.0,0,1.9,1,0,1,7.0,0.2,184.0,3,12,346,1468,2532.0,10,5,4,1,1,1
401,1042.0,0,2.7,1,16,1,50.0,0.8,93.0,7,18,727,1705,3215.0,18,0,20,1,1,1
402,1479.0,0,0.5,0,8,0,19.0,0.6,156.0,3,10,180,1476,3323.0,13,12,6,1,0,1
403,1476.0,1,1.2,1,0,1,55.0,0.1,171.0,4,5,1641,1666,1529.0,13,8,3,1,0,1
404,1552.0,1,2.2,0,6,1,13.0,0.2,123.0,6,9,269,1026,2403.0,9,2,9,1,1,1
405,1454.0,1,0.5,1,1,0,34.0,0.7,83.0,4,3,250,1033,3419.0,7,5,5,1,1,0
406,1007.0,0,2.0,0,0,0,45.0,0.1,95.0,5,2,1186,1529,3648.0,9,0,16,0,0,0
407,652.0,1,2.4,1,9,1,17.0,0.7,173.0,5,11,77,559,1974.0,12,10,12,1,0,0
408,1504.0,0,1.5,0,12,1,34.0,0.7,142.0,8,15,507,973,2806.0,7,2,7,1,0,1
409,1225.0,1,0.9,1,2,0,51.0,0.6,193.0,4,3,379,1223,2239.0,13,9,13,1,0,1
410,1029.0,1,1.9,1,5,1,5.0,0.2,171.0,5,8,264,956,582.0,15,7,4,1,1,1
411,1582.0,0,2.8,0,2,1,44.0,0.5,112.0,6,13,1486,1797,3890.0,17,10,10,1,1,1
412,1478.0,1,0.8,1,12,0,48.0,0.7,99.0,5,17,694,882,1141.0,5,2,6,0,0,1
413,1178.0,1,1.3,0,0,0,49.0,0.6,141.0,5,0,579,596,2511.0,6,3,17,0,0,0
414,707.0,0,2.1,1,2,0,25.0,0.8,131.0,3,17,495,574,3838.0,9,2,7,1,0,1
415,755.0,1,2.8,0,5,1,51.0,0.3,186.0,4,12,315,990,2734.0,10,1,16,1,0,1
416,912.0,1,2.0,0,1,0,54.0,0.3,161.0,8,5,329,1053,2330.0,19,5,20,0,1,0
417,651.0,1,0.8,1,2,1,63.0,0.2,176.0,5,4,548,858,2244.0,14,9,19,1,1,0
418,1483.0,0,2.1,0,1,1,54.0,0.2,176.0,7,2,531,758,1851.0,15,13,2,1,1,0
419,914.0,1,0.9,0,2,0,4.0,0.8,100.0,2,12,191,1495,808.0,11,7,5,1,1,0
420,1456.0,1,0.5,1,7,0,7.0,0.4,105.0,5,12,823,1104,1587.0,6,5,20,1,0,1
421,1178.0,0,2.2,1,6,0,57.0,0.3,84.0,3,17,96,1352,2492.0,16,14,10,1,1,0
422,1503.0,1,0.7,0,10,1,43.0,0.2,166.0,4,14,841,1304,2122.0,15,1,2,1,0,0
423,1681.0,1,2.5,0,2,0,11.0,0.4,158.0,2,13,195,1205,1122.0,12,6,16,0,1,1
424,715.0,0,2.3,1,4,0,48.0,0.1,160.0,4,6,21,562,3709.0,14,2,10,0,0,0
425,1876.0,0,2.8,1,3,1,56.0,0.4,182.0,3,4,235,585,3021.0,12,2,18,1,0,0
426,1190.0,1,2.2,1,9,0,47.0,0.3,186.0,6,10,1417,1441,624.0,9,3,19,1,1,1
427,1755.0,1,1.3,0,0,1,24.0,0.1,134.0,7,2,286,1075,3937.0,8,1,7,1,0,1
428,1197.0,0,1.3,0,3,1,20.0,0.5,149.0,6,7,649,1629,1797.0,19,5,4,1,1,1
429,1048.0,1,0.9,0,10,1,28.0,0.8,194.0,2,19,966,1975,1458.0,5,1,15,1,0,1
430,1887.0,1,3.0,1,6,1,17.0,0.2,126.0,8,7,1172,1798,3348.0,18,16,16,1,1,0
431,1772.0,1,0.5,1,3,0,64.0,0.7,116.0,8,15,270,545,1834.0,5,2,20,0,1,1
432,1421.0,0,2.8,0,0,1,57.0,0.4,165.0,1,2,781,1657,2775.0,13,8,14,1,0,1
433,1464.0,0,0.5,1,0,1,17.0,0.7,153.0,6,8,418,1341,2146.5,13,6,19,1,0,0
434,728.0,0,2.3,1,4,0,23.0,0.8,111.0,4,5,126,817,457.0,17,10,16,1,1,1
435,954.0,1,0.5,0,0,0,50.0,0.3,134.0,2,11,228,1058,438.0,17,0,2,1,0,0
436,685.0,0,0.5,1,8,1,13.0,0.8,82.0,7,15,1091,1203,3210.0,15,7,2,1,1,1
437,1472.0,0,2.8,1,1,0,36.0,0.5,130.0,6,10,1452,1744,985.0,12,11,7,1,1,0
438,853.0,1,2.0,0,10,1,3.0,0.6,200.0,2,16,674,740,3701.0,15,8,8,1,1,0
439,1469.0,0,2.1,0,0,0,8.0,0.7,123.0,7,0,398,1133,1052.0,8,1,3,0,1,0
440,1310.0,1,2.3,1,6,0,57.0,0.9,135.0,8,9,449,889,1175.0,16,0,8,0,0,0
441,1654.0,0,1.8,0,1,0,11.0,0.3,146.0,7,2,1184,1719,1070.0,8,1,14,1,1,1
442,902.0,1,0.7,0,3,0,3.0,0.3,134.0,7,9,675,1285,3411.0,12,11,15,0,0,1
443,1448.0,0,1.4,1,13,0,26.0,1.0,156.0,3,16,1792,1850,1175.0,12,9,6,0,1,0
444,1631.0,0,0.9,1,2,1,3.0,0.1,198.0,7,12,177,1905,301.0,13,5,13,1,0,0
445,1608.0,0,1.8,1,7,0,28.0,0.4,183.0,2,13,1013,1158,489.0,15,11,8,0,0,1
446,1991.0,1,2.7,0,5,1,64.0,0.9,145.0,2,13,1058,1325,1733.0,5,3,8,1,1,0
447,1349.0,0,2.0,1,15,0,62.0,0.3,114.0,5,16,592,772,2756.0,11,3,4,1,0,0
448,1589.0,0,2.5,0,5,1,51.0,0.8,195.0,1,18,810,1743,2612.0,8,2,16,1,0,0
449,1844.0,1,2.3,1,1,0,51.0,0.7,158.0,8,3,533,882,1724.0,5,1,14,0,1,1
450,712.0,1,0.5,1,3,1,35.0,0.2,84.0,2,10,558,1208,2190.0,16,12,4,1,1,1
451,972.0,1,1.7,0,0,1,54.0,0.7,107.0,3,4,681,1050,1900.0,16,8,19,1,0,1
452,1406.0,0,0.5,1,2,1,34.0,0.8,98.0,3,5,1017,1366,3915.0,9,8,2,1,0,1
453,1289.0,0,0.9,0,10,1,25.0,1.0,178.0,6,12,765,899,1043.0,6,2,11,1,1,0
454,932.0,0,1.3,0,1,0,64.0,0.7,154.0,7,2,1176,1224,3817.0,8,7,9,1,1,1
455,1747.0,1,0.9,0,6,1,48.0,0.7,94.0,3,19,947,1131,2362.0,17,2,19,1,1,0
456,1172.0,1,2.1,1,4,0,41.0,0.1,95.0,3,7,1314,1884,1107.0,7,3,5,0,0,0
457,1128.0,1,1.4,0,12,0,53.0,0.4,84.0,5,14,609,1370,2982.0,14,9,12,1,1,0
458,664.0,0,1.2,1,0,0,28.0,0.9,106.0,5,5,754,1497,2042.0,17,15,19,1,1,0
459,513.0,1,0.5,0,6,1,44.0,0.1,186.0,4,12,619,867,1343.0,5,1,9,1,1,0
460,1742.0,0,2.3,1,9,1,43.0,0.4,170.0,7,12,453,681,2610.0,12,3,10,1,0,1
461,1512.0,1,1.7,0,12,0,6.0,0.7,162.0,7,17,205,884,2335.0,15,7,7,1,1,1
462,1986.0,0,0.5,1,3,1,51.0,0.1,165.0,8,20,282,1358,1614.0,17,12,3,1,1,1
463,965.0,1,1.5,1,5,0,13.0,1.0,109.0,2,14,130,998,1138.0,9,8,10,0,1,0
464,1067.0,1,2.4,1,3,1,40.0,0.6,122.0,8,15,494,1989,604.0,16,14,11,1,0,0
465,1583.0,1,1.6,0,5,1,42.0,0.8,118.0,3,10,275,862,3652.0,14,10,9,1,0,0
466,1653.0,0,0.5,1,2,1,37.0,0.9,176.0,4,6,447,1785,3955.0,19,4,18,1,1,1
467,1433.0,0,1.6,0,7,0,4.0,0.7,133.0,8,11,281,799,258.0,11,9,4,1,1,1
468,765.0,0,2.9,0,0,1,18.0,0.1,153.0,7,0,6,793,1066.0,11,1,16,1,1,0
469,1845.0,1,0.5,1,10,0,61.0,0.3,96.0,1,12,292,695,1731.0,9,5,6,0,0,0
470,752.0,0,0.5,1,1,0,48.0,0.7,87.0,7,13,164,728,3860.0,7,5,16,0,0,0
471,1948.0,0,2.8,1,8,0,16.0,0.1,100.0,5,10,631,1940,3630.0,9,7,17,0,1,0
472,1077.0,0,2.5,1,0,1,45.0,1.0,174.0,3,4,897,1304,1965.0,6,2,6,1,1,0
473,932.0,1,0.5,0,1,1,60.0,0.7,104.0,4,2,268,1078,1459.0,6,1,19,1,1,0
474,1968.0,0,0.9,0,0,0,22.0,0.8,115.0,3,7,861,1259,2323.0,9,8,7,0,0,1
475,1122.0,0,1.2,0,9,0,2.0,0.6,120.0,4,14,331,790,3291.0,11,2,13,1,1,1
476,1588.0,0,0.5,0,0,1,61.0,0.8,159.0,1,13,1064,1594,3272.0,18,0,17,1,1,0
477,601.0,0,2.1,0,4,0,26.0,0.3,101.0,4,18,509,548,918.0,9,1,12,0,0,0
478,1615.0,0,0.5,0,14,0,15.0,0.1,132.0,4,16,622,1256,3488.0,16,2,3,0,0,1
479,1589.0,1,2.2,1,2,0,58.0,0.1,128.0,4,4,957,1911,3961.0,16,14,14,1,0,1
480,1417.0,1,2.7,0,2,1,56.0,0.9,114.0,6,4,494,1649,590.0,11,3,6,1,0,1
481,1697.0,1,0.7,0,1,1,34.0,0.1,95.0,1,3,236,1264,3701.0,15,9,8,1,1,0
482,1330.0,1,1.3,1,14,0,3.0,0.3,83.0,5,17,980,1262,463.0,14,6,11,0,0,1
483,1476.0,0,0.5,0,0,1,43.0,0.7,148.0,2,2,1789,1972,3644.0,15,10,6,1,0,1
484,1579.0,1,1.5,0,0,0,27.0,0.2,142.0,6,18,831,1484,1713.0,16,4,10,1,1,1
485,1277.0,0,3.0,0,0,1,41.0,0.3,200.0,4,3,902,1090,429.0,9,4,14,1,1,1
486,1089.0,1,0.9,1,12,1,2.0,0.7,145.0,5,15,636,1259,2765.0,13,12,10,1,0,1
487,1663.0,1,2.5,1,13,1,27.0,0.3,169.0,4,14,831,1439,2084.0,7,1,18,1,0,0
488,1949.0,0,1.8,0,0,0,20.0,0.8,186.0,5,4,518,592,1125.0,17,10,9,0,0,0
489,1138.0,0,1.1,0,5,1,48.0,0.6,109.0,3,14,233,1777,2048.0,6,0,18,1,1,1
